2009-01-01 00:00:00,
2009-01-02 00:00:00,
2009-01-03 00:00:00,
2009-01-04 00:00:00,
2009-01-05 00:00:00,
2009-01-06 00:00:00,
2009-01-07 00:00:00,
2009-01-08 00:00:00,
2009-01-09 00:00:00,-0.05222872579918958
2009-01-10 00:00:00,
2009-01-11 00:00:00,
2009-01-12 00:00:00,
2009-01-13 00:00:00,
2009-01-14 00:00:00,
2009-01-15 00:00:00,
2009-01-16 00:00:00,
2009-01-17 00:00:00,
2009-01-18 00:00:00,-0.10506167588260318
2009-01-19 00:00:00,-0.10506167588260318
2009-01-20 00:00:00,-0.1105912377711612
2009-01-21 00:00:00,-0.1105912377711612
2009-01-22 00:00:00,-0.1105912377711612
2009-01-23 00:00:00,-0.1105912377711612
2009-01-24 00:00:00,-0.1105912377711612
2009-01-25 00:00:00,-0.1105912377711612
2009-01-26 00:00:00,-0.11846543001686338
2009-01-27 00:00:00,-0.11846543001686338
2009-01-28 00:00:00,-0.11846543001686338
2009-01-29 00:00:00,-0.11846543001686338
2009-01-30 00:00:00,-0.11846543001686338
2009-01-31 00:00:00,-0.11846543001686338
2009-02-01 00:00:00,-0.11846543001686338
2009-02-02 00:00:00,-0.11846543001686338
2009-02-03 00:00:00,-0.07841483979763908
2009-02-04 00:00:00,-0.07841483979763908
2009-02-05 00:00:00,-0.07841483979763908
2009-02-06 00:00:00,-0.07841483979763908
2009-02-07 00:00:00,-0.07841483979763908
2009-02-08 00:00:00,-0.07841483979763908
2009-02-09 00:00:00,-0.07841483979763908
2009-02-10 00:00:00,-0.07841483979763908
2009-02-11 00:00:00,-0.0796795952782462
2009-02-12 00:00:00,-0.0796795952782462
2009-02-13 00:00:00,-0.0796795952782462
2009-02-14 00:00:00,-0.13817607579944735
2009-02-15 00:00:00,-0.13817607579944735
2009-02-16 00:00:00,-0.13817607579944735
2009-02-17 00:00:00,-0.13817607579944735
2009-02-18 00:00:00,-0.13817607579944735
2009-02-19 00:00:00,-0.13817607579944735
2009-02-20 00:00:00,-0.13817607579944735
2009-02-21 00:00:00,-0.10861576153532049
2009-02-22 00:00:00,-0.10861576153532049
