2009-01-01 00:00:00,
2009-01-02 00:00:00,
2009-01-03 00:00:00,
2009-01-04 00:00:00,0.25863151286880104
2009-01-05 00:00:00,
2009-01-06 00:00:00,
2009-01-07 00:00:00,
2009-01-08 00:00:00,
2009-01-09 00:00:00,
2009-01-10 00:00:00,
2009-01-11 00:00:00,0.24115278660733197
2009-01-12 00:00:00,0.24115278660733197
2009-01-13 00:00:00,0.24115278660733197
2009-01-14 00:00:00,0.24115278660733197
2009-01-15 00:00:00,0.24115278660733197
2009-01-16 00:00:00,0.243271879635516
2009-01-17 00:00:00,0.243271879635516
2009-01-18 00:00:00,0.2584727584727584
2009-01-19 00:00:00,0.2584727584727584
2009-01-20 00:00:00,0.2584727584727584
2009-01-21 00:00:00,0.2584727584727584
2009-01-22 00:00:00,0.2584727584727584
2009-01-23 00:00:00,0.2513942513942513
2009-01-24 00:00:00,0.2513942513942513
2009-01-25 00:00:00,0.22485828259500318
2009-01-26 00:00:00,0.22485828259500318
2009-01-27 00:00:00,0.22485828259500318
2009-01-28 00:00:00,0.22485828259500318
2009-01-29 00:00:00,0.22485828259500318
2009-01-30 00:00:00,0.22485828259500318
2009-01-31 00:00:00,0.22485828259500318
2009-02-01 00:00:00,0.22485828259500318
2009-02-02 00:00:00,0.22485828259500318
2009-02-03 00:00:00,0.22485828259500318
2009-02-04 00:00:00,0.22485828259500318
2009-02-05 00:00:00,0.22485828259500318
2009-02-06 00:00:00,0.2408146126390931
2009-02-07 00:00:00,0.2408146126390931
2009-02-08 00:00:00,0.2408146126390931
2009-02-09 00:00:00,0.2408146126390931
2009-02-10 00:00:00,0.2408146126390931
2009-02-11 00:00:00,0.2408146126390931
2009-02-12 00:00:00,0.2408146126390931
2009-02-13 00:00:00,0.2191895863951292
2009-02-14 00:00:00,0.2191895863951292
2009-02-15 00:00:00,0.06374793918300048
2009-02-16 00:00:00,0.06374793918300048
2009-02-17 00:00:00,0.06374793918300048
2009-02-18 00:00:00,0.06374793918300048
2009-02-19 00:00:00,0.06374793918300048
2009-02-20 00:00:00,0.08829455944312148
2009-02-21 00:00:00,0.08829455944312148
